项目管理中心策划设计业务收入台账,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
合同基本信息,,,,,,,,,,,,,各部门合同额,,,,,,,,,,,,,,,收款条件,,,,节点执行情况,,,,,,,,,,,业务部门履约进展,,,累计,,,,,,各部门收入分配,,,,,,,,,,,,,,各部门回款分配,,,,,,,,,,,,,,法律合规,,,,开始时间,45323.00 ,,,,,,,,,
序号,区域,签订日期,项目名称,项目编号, ,合同编号,类型,甲方合同编号,"甲方单位
名称",总建面,单价描述,合同总金额,客研,创作中心,创作一室,创作二室,创作三室,工程中心,"工程精装
工作室",咨询,BIM中心,"BIM智慧
建造工作室",TOD中心,精装中心,D e si g n R,项目管理,外委归属部门,次序,合同付款节点,比例,合同节点金额,收入金额,形式,收入日期,产值确认金额,产值确认日期,实际开票金额,开票日期,回款金额,回款时间,应收账款,备注,设计进度,"商务
沟通情况",成果确认单确认日期,累计收入,累计开票金额,累计回款金额,剩余收入,已确认收入未开票,已开票未回款,客研,创作中心,创作一室,创作二室,创作三室,工程,"工程精装
工作室",咨询,BIM中心,"BIM智慧
建造工作室",TOD中心,精装中心,DesignR,项目管理,客研,创作中心,创作一室,创作二室,创作三室,工程,"工程精装
工作室",咨询,BIM中心,"BIM智慧
建造工作室",TOD中心,精装中心,DesignR,项目管理,形成方式,合同审批方式,,,结束时间,45351.00 ,,,,,,,,,
47,中南,44892.00 ,"武汉国际城F地块项目
（完成）",CRCCRE-DC-XM-2022-014,武汉国际城F地块项目地下室BIM管综优化服务合同,CRCCRE-SJ-BIM-2022-010,BIM,CRCCRE-ZN-WHGS-WHGJC-KF.QQ.02.05-2022-006,中铁房地产集团武汉有限公司,45546.58 ,7元/㎡,318826.06 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,318826.06 ,0.00 ,0.00 ,0.00 ,,0.00 ,/,BIM-1,乙方提交第一版BIM模型且经过甲方确认后，30个工作日内。,0.30 ,95647.82 ,95647.82 ,产值确认单,44915.00 ,95647.82 ,44915.00 ,95647.82 ,45117.00 ,95647.82 ,45132.00 ,0.00 ,,,,,318826.06 ,318826.06 ,318826.06 ,0.00 ,0.00 ,0.00 ,,,,,,,,,95647.82 ,,,,,,,,,,,,,,95647.82 ,,,,,,直接委托,OA,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIM-2,乙方根据甲方优化后的施工图纸提交BIM咨询优化报告、完成BIM范围的交底工作且经书面确认后30个工作日内,0.60 ,191295.64 ,191295.64 ,产值确认单,45117.00 ,191295.64 ,45117.00 ,191295.64 ,,191295.64 ,45138.00 ,0.00 ,,,,,,,,,,,,,,,,,,,191295.64 ,,,,,,,,,,,,,,191295.64 ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIM-3,乙方跟踪项目进度，完成设计变更的BIM模型更改，至项目取得竣工备案表后15个共工作日内双方办理计价手续，次月支付剩余合同额,0.10 ,31882.61 ,31882.60 ,产值确认单,45764.00 ,31882.60 ,45764.00 ,31882.60 ,45764.00 ,31882.60 ,45835.00 ,0.00 ,,11月底竣工备案,,,,,,,,,,,,,,,,,31882.60 ,,,,,,,,,,,,,,31882.60 ,,,,,,,,,,,,,,,,,,,,
47,中南,45252.00 ,"咨询：合肥瑶海项目
BIM:合肥长江东路项目
完成",,中国铁建合肥花语天境项目建筑设计咨询服务合同,CRCCRE-SJ-ZX-2023-053,咨询,CRCCRE-ZN-HFJS-HFYHQZJDLXM-KF.QQ.02.06-2023-001,合肥京尚房地产开发有限公司,73900.04 ,"全过程咨询：4.55元/㎡
多维汇报:
1元/㎡",410000.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,336099.96 ,73900.04 ,0.00 ,0.00 ,0.00 ,,0.00 ,/,咨询-1,合同签订后且甲方在提交首批设计资料给乙方后，三十个工作日内,0.20 ,82000.00 ,82000.00 ,产值确认单,45266.00 ,82000.00 ,45266.00 ,328000.00 ,45296.00 ,82000.00 ,45306.00 ,-246000.00 ,,,,,410000.00 ,410000.00 ,410000.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,67219.99 ,14780.01 ,,,,,,,,,,,,,67219.99 ,14780.01 ,,,,,,直接委托,OA,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,咨询-2,乙方完成方案设计阶段的设计咨询工作并配合甲方取得《建设工程规划许可证》后，三十个工作日内,0.30 ,123000.00 ,123000.00 ,产值确认单,45266.00 ,123000.00 ,45266.00 ,,45296.00 ,123000.00 ,45306.00 ,123000.00 ,,,,,,,,,,,,,,,,,,100829.99 ,22170.01 ,,,,,,,,,,,,,100829.99 ,22170.01 ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,咨询-3,乙方提交第一版全专业施工图设计咨询报告后，三十个工作日内,0.30 ,123000.00 ,123000.00 ,产值确认单,45266.00 ,123000.00 ,45266.00 ,,45296.00 ,123000.00 ,45306.00 ,123000.00 ,,,,,,,,,,,,,,,,,,100829.99 ,22170.01 ,,,,,,,,,,,,,100829.99 ,22170.01 ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,咨询-4,甲方完成施工图审查并取得审查合格证后，三十个工作日内,0.20 ,82000.00 ,82000.00 ,产值确认单,45266.00 ,82000.00 ,45266.00 ,82000.00 ,45608.00 ,82000.00 ,45639.00 ,0.00 ,,,,,,,,,,,,,,,,,,67219.99 ,14780.01 ,,,,,,,,,,,,,67219.99 ,14780.01 ,,,,,,,,82000.00 ,0.00 ,,,,,,,,,,,
47,中南,45272.00 ,武汉知语1901商业项目,CRCCRE-DC-XM-2023-017,中国铁建·武汉知语1901商业项目策划及规划方案设计服务合同,CRCCRE-SJ-TOD-2023-053,"策划
方案设计",CRCCRE-ZN-CDGS-WHCDXM-KF.QQ.02.05-2023-001,中铁房地产武汉蔡甸有限公司,25000.00 ,"项目策划：
45万
方案设计:
11.25万",1575000.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1575000.00 ,0.00 ,,0.00 ,TOD：406000,1.00 ,合同签订后，乙方提交商业策划定位及业态规划建议、完成《商业产品策略报告》，得到甲方确认之日起三十个工作日内,0.20 ,315000.00 ,315000.00 ,产值确认单,45281.00 ,315000.00 ,45281.00 ,315000.00 ,45439.00 ,150000.00 ,45471.00 ,0.00 ,,,,,866250.00 ,315000.00 ,866250.00 ,708750.00 ,551250.00 ,-551250.00 ,,,,,,,,,,,315000.00 ,,,,,,,,,,,,,,150000.00 ,,,,直接委托,OA,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165000.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 ,乙方提交并汇报概念总图方案，得到甲方确认之日起三十个工作日内,0.20 ,315000.00 ,315000.00 ,产值确认单,45281.00 ,315000.00 ,45281.00 ,,,315000.00 ,,315000.00 ,要给精装中心分10万元（5.5w）,,,,,,,,,,,,,,,,,,,,315000.00 ,,,,,,,,,,,,,,315000.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,-55000.00 ,55000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 ,乙方完成概念单体设计并提交全套概念方案文本，得到甲方确认之日起三十个工作日内,0.15 ,236250.00 ,236250.00 ,产值确认单,45281.00 ,236250.00 ,45281.00 ,,,236250.00 ,,236250.00 ,,,,,,,,,,,,,,,,,,,,,236250.00 ,,,,,,,,,,,,,,236250.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00 ,方案调整、修改完成并向政府汇报，三十个工作日内,0.20 ,315000.00 ,0.00 ,,,,,,,0.00 ,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00 ,甲方取得《规划许可证》之日起三十个工作日内,0.10 ,157500.00 ,0.00 ,,,,,,,0.00 ,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00 ,项目竣工验收完成并办理设计费结算后三十个工作日内,0.15 ,236250.00 ,0.00 ,,,,,,,0.00 ,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,中南,44889.00 ,"合肥可研方案设计2023-053（7个）
(完成)",无,可研方案设计合同,CRCCRE-SJ-CZ-2023-053,可研,CRCCRE-ZN-HFZY-SS-QQ-2023-003,中铁房地产集团合肥蜀山置业有限公司,/,一口价,160000.00 ,0.00 ,0.00 ,0.00 ,160000.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,可研-1,乙方在25日前，按甲方要求提交本月请款资料（包括不限于请款函、《工作任务单》、双方签字确认的土地拿地可研方案等），甲方将于次月30日前向乙方支付本月进度款,1.00 ,160000.00 ,160000.00 ,产值确认单,45268.00 ,160000.00 ,45267.00 ,160000.00 ,45520.00 ,160000.00 ,45684.00 ,0.00 ,"1.合肥经开区JK202216号地块
2.合肥政务东龙川路地块
3.合肥肥西金寨西路A-03地块
4.合肥蜀山区樊洼路地块
5.合肥包河区郎溪路地块
6.合肥经开区繁华大道以北地块
7.合肥包河南二环路与西递路交叉口地块",,,,,,,,,,,,,160000.00 ,,,,,,,,,,,,,,160000.00 ,,,,,,,,,,,,,160000.00 ,0.00 ,,,,,,,,,,,
,中南,45187.00 ,"合肥包河BH202308地块项目
（花语江南）",,"中国铁建合肥包河BH202308地块项目
建设工程设计总包管理服务合同",CRCCRE-SJ-XM-2023-032,方案+景观+精装+咨询+多维汇报,CRCCRE-ZN-HFBH-HFBHSHLXXM-KF.QQ.02.02-2023-001,合肥京朗房地产开发有限公司,204475.46 ,"方案设计：
20元/㎡
施工图咨询：5元/㎡
多维方案：
8万/个",8943712.50 ,0.00 ,0.00 ,0.00 ,3105229.20 ,0.00 ,0.00 ,0.00 ,1022377.30 ,80000.00 ,0.00 ,0.00 ,0.00 ,,4736106.00 ,项目管理中心,方案-1,合同签订并提交第一版概念性方案后，经甲方审核确认后,0.20 ,621045.84 ,621045.84 ,产值确认单,45236.00 ,621045.84 ,45236.00 ,621045.84 ,45243.00 ,609060.80 ,45321.00 ,,第一次现金回款211万元,,,,7770626.44 ,7165839.73 ,7770626.45 ,1173086.06 ,604786.72 ,-604786.72 ,,,,585646.23 ,,,,29189.15 ,,,,,,6210.46 ,,,,573661.19 ,,,,29189.15 ,,,,,,6210.46 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,方案-2,方案调整、修改完成经甲方确认后，经甲方审核确认后,0.30 ,931568.76 ,931568.76 ,产值确认单,45236.00 ,931568.76 ,45236.00 ,931568.76 ,45243.00 ,706544.42 ,45443.00 ,,"第三次银信回款100万元
2024-10-25到期",,,,,,,,,,,,,878469.34 ,,,,43783.73 ,,,,,,9315.69 ,,,,653445.00 ,,,,43783.73 ,,,,,,9315.69 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000.00 ,45562.00 ,,第六次回款现金10万,,,,,,,,,,,,,,,,,,,,,,,,,,,100000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137009.38 ,45564.00 ,,第七次回款银信20万（创二137009.38元，给项管62990.62元）,,,,,,,,,,,,,,,,,,,,,,,,,,,137009.38 ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,方案-3,方案通过政府相关审批（规划复函）后，经甲方审核确认后,0.20 ,621045.84 ,621045.84 ,产值确认单,45281.00 ,621045.84 ,45281.00 ,621045.84 ,45303.00 ,621045.84 ,45321.00 ,,第二次现金回款959040.11元,,,,,,,,,,,,,585646.23 ,,,,29189.15 ,,,,,,6210.46 ,,,,585646.23 ,,,,29189.15 ,,,,,,6210.46 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,方案-4,项目总图、建筑单专业扩初设计图纸完成，并取得《建设工程规划许可证》后，经甲方审核确认后,0.20 ,621045.84 ,621045.84 ,产值确认单,45418.00 ,621045.84 ,45418.00 ,21045.84 ,45427.00 ,21045.84 ,45448.00 ,,第四笔现金425876.04发票回款,,,,,,,,,,,,,485646.23 ,,,,129189.15 ,,,,,,6210.46 ,,,,,,,,14835.38 ,,,,,,6210.46 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000.00 ,45581.00 ,300000.00 ,45683.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242823.11 ,,,,57176.89 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000.00 ,,300000.00 ,45683.00 ,,还长沙总包咨询10万产值,,,,,,,,,,,,,,,,,,,,,,,,,,,242823.12 ,,,,57176.88 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,方案-5,配合施工完成，至竣工验收完成后按照《建设工程规划许可证》各项建筑面积结算,0.10 ,310522.92 ,1878.40 ,产值确认单,45603.00 ,1878.40 ,45603.00 ,1878.40 ,45603.00 ,1878.40 ,45683.00 ,,,,,,,,,,,,,,,1878.40 ,,,,,,,,,,,,,,1878.40 ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308644.52 ,预估,,,,,,308644.52 ,,,,,,,,,,,,,,,,290944.71 ,,,,14594.58 ,,,,,,3105.23 ,,,,290944.71 ,,,,14594.58 ,,,,,,3105.23 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,咨询-1,合同签订后，甲方在提交首批设计资料给乙方后2个月内（付款审批流程完成后）,0.20 ,204475.46 ,204475.46 ,产值确认单,45236.00 ,204475.46 ,45236.00 ,204475.46 ,45243.00 ,204475.46 ,45443.00 ,,"第三次银信回款100万元
2024-10-25到期",咨询已结清,,,,,,,,,,,,,,,,202430.71 ,,,,,,2044.75 ,,,,,,,,202430.71 ,,,,,,2044.75 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,咨询-2,乙方提交第一版全专业施工图设计咨询报告后经甲方确认后2个月内,0.40 ,408950.92 ,88980.12 ,产值确认单,45236.00 ,88980.12 ,45236.00 ,88980.12 ,45243.00 ,88980.12 ,45443.00 ,,"完成首开区44490.06㎡
（3#5#6#7#15#）
第三次银信回款100万元
2024-10-25到期",,,,,,,,,,,,,,,,,88090.32 ,,,,,,889.80 ,,,,,,,,88090.32 ,,,,,,889.80 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181374.87 ,产值确认单,45281.00 ,181374.87 ,45281.00 ,181374.87 ,45303.00 ,181374.87 ,45321.00 ,,"首开区：94966.09㎡
第二次现金回款959040.11元",,,,,,,,,,,,,,,,,179561.12 ,,,,,,1813.75 ,,,,,,,,179561.12 ,,,,,,1813.75 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,,,,,,,,,,,,,,,,,,,,137209.97 ,,,,,,1385.96 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,咨询-3,甲方完成施工图审查并取得审查合格证后2个月内,0.40 ,408950.92 ,,,,,,,,0.00 ,,,,,,,,,,,,,,,,,,,,404861.41 ,,,,,,4089.51 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIM,方案通过政府相关审批（规划复函）后，经甲方审核确认后2个月内（付款审批流程完成后）,1.00 ,80000.00 ,80000.00 ,产值确认单,45281.00 ,80000.00 ,45281.00 ,80000.00 ,45303.00 ,80000.00 ,45321.00 ,,第二次现金回款959040.11元,BIM已结清,,,,,,,,,,,,,,,,,79200.00 ,,,,,800.00 ,,,,,,,,,79200.00 ,,,,,800.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,景观整体,合同签订并提交第一版概念性方案后2个月内（付款审批流程完成后）,0.10 ,160841.00 ,160841.00 ,产值确认单,45236.00 ,160841.00 ,45236.00 ,160841.00 ,45243.00 ,160841.00 ,45321.00 ,,第一次现金回款211万元,,,,,,,,,,,,,,,,,,,,,,,160841.00 ,,,,,,,,,,,,,,160841.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,景观展示区,展示区方案设计成果完成经甲方确认后2个月内,0.40 ,102159.20 ,102159.20 ,产值确认单,45236.00 ,102159.20 ,45236.00 ,102159.20 ,45243.00 ,102159.20 ,45321.00 ,,第一次现金回款211万元,,,,,,,,,,,,,,,,,,,,,,,102159.20 ,,,,,,,,,,,,,,102159.20 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,景观展示区,展示区施工图设计成果完成经甲方确认后2个月内,0.30 ,76619.40 ,76619.40 ,产值确认单,45281.00 ,76619.40 ,45281.00 ,76619.40 ,45303.00 ,76619.40 ,45321.00 ,,第二次现金回款959040.11元,,,,,,,,,,,,,,,,,,,,,,,76619.40 ,,,,,,,,,,,,,,76619.40 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,景观展示区,展示区施工现场配合完成经甲方确认后2个月内,0.10 ,25539.80 ,25539.80 ,产值确认单,45513.00 ,25539.80 ,45513.00 ,25539.80 ,45513.00 ,25539.80 ,45533.00 ,,第五笔现金597081.40元,,,,,,,,,,,,,,,,,,,,,,,25539.80 ,,,,,,,,,,,,,,25539.80 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,景观大区,大区及红线外概念设计成果经甲方确认后2个月内,0.15 ,202951.80 ,202951.80 ,产值确认单,45236.00 ,202951.80 ,45236.00 ,202951.80 ,45243.00 ,202951.80 ,45321.00 ,,第一次现金回款211万元,,,,,,,,,,,,,,,,,,,,,,,202951.80 ,,,,,,,,,,,,,,202951.80 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,景观大区,大区及红线外方案设计成果完成经甲方确认后2个月内,0.20 ,270602.40 ,270602.40 ,产值确认单,45236.00 ,270602.40 ,45236.00 ,270602.40 ,45243.00 ,34048.00 ,45321.00 ,,第一次现金回款211万元,,,,,,,,,,,,,,,,,,,,,,,270602.40 ,,,,,,,,,,,,,,34048.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198163.78 ,45448.00 ,,第三笔现金471963.78发票回款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198163.78 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38390.62 ,45448.00 ,,第四笔现金425876.04发票回款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38390.62 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,景观大区,大区及红线外扩初设计成果完成经甲方确认后2个月内,0.15 ,202951.80 ,202951.80 ,产值确认单,45418.00 ,202951.80 ,45418.00 ,202951.80 ,45427.00 ,202951.80 ,45448.00 ,,第四笔现金425876.04发票回款,,,,,,,,,,,,,,,,,,,,,,,202951.80 ,,,,,,,,,,,,,,202951.80 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,景观大区,大区及红线外施工图设计成果完成经甲方确认后2个月内,0.20 ,270602.40 ,270602.40 ,产值确认单,45513.00 ,270602.40 ,45513.00 ,270602.40 ,45513.00 ,270602.40 ,45533.00 ,,第五笔现金597081.40元,,,,,,,,,,,,,,,,,,,,,,,270602.40 ,,,,,,,,,,,,,,270602.40 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,景观大区,大区及红线外施工现场配合完成经甲方确认后2个月内,0.05 ,67650.60 ,67650.60 ,预估,46111.00 ,,,,,67650.60 ,,,,,,,,,,,,,,,,,,,,,,,,,,67650.60 ,,,,,,,,,,,,,,67650.60 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,景观整体,景观工程竣工验收合格，本合同办理完成结算后2个月内,0.10 ,228491.60 ,228491.60 ,,,,,,,228491.60 ,,,,,,,,,,,,,,,,,,,,,,,,,,228491.60 ,,,,,,,,,,,,,,228491.60 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,售楼处及样板间,合同签订并提交第一版概念性方案后2个月内,0.20 ,324600.00 ,324600.00 ,产值确认单,45236.00 ,324600.00 ,45236.00 ,324600.00 ,45243.00 ,324600.00 ,45321.00 ,,第一次现金回款211万元,,,,,,,,,,,,,,,,,,,,,,,324600.00 ,,,,,,,,,,,,,,324600.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,售楼处及样板间,精装概念设计完成经甲方确认后2个月内,0.20 ,324600.00 ,324600.00 ,产值确认单,45236.00 ,324600.00 ,45236.00 ,324600.00 ,45243.00 ,324600.00 ,45321.00 ,,第一次现金回款211万元,,,,,,,,,,,,,,,,,,,,,,,324600.00 ,,,,,,,,,,,,,,324600.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,售楼处及样板间,精装方案扩初设计完成经甲方确认后2个月内,0.20 ,324600.00 ,324600.00 ,产值确认单,45236.00 ,324600.00 ,45236.00 ,324600.00 ,45243.00 ,50800.00 ,45321.00 ,,第一次现金回款211万元,,,,,,,,,,,,,,,,,,,,,,,324600.00 ,,,,,,,,,,,,,,50800.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273800.00 ,45448.00 ,,第三笔现金471963.78发票回款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273800.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,售楼处及样板间,精装施工图设计完成经甲方确认后2个月内,0.20 ,324600.00 ,324600.00 ,产值确认单,45236.00 ,324600.00 ,45236.00 ,324600.00 ,45243.00 ,163487.78 ,45448.00 ,,第四笔现金425876.04发票回款,,,,,,,,,,,,,,,,,,,,,,,324600.00 ,,,,,,,,,,,,,,163487.78 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62990.62 ,45564.00 ,,第七次回款银信20万（创二137009.38元，给项管62990.62元）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62990.62 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98121.60 ,45744.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98121.60 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,售楼处及样板间,精装修竣工验收合格，本合同办理完成结算后2个月内,0.20 ,324600.00 ,0.00 ,,,,,,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,324600.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,精装大区-1,合同签订并提交第一版概念性方案后2个月内,0.20 ,316003.20 ,300939.20 ,产值确认单,45236.00 ,300939.20 ,45236.00 ,300939.20 ,45243.00 ,300939.20 ,45321.00 ,,第一次现金回款211万元,,,,,,,,,,,,,,,,,,,,,,,300939.20 ,,,,,,,,,,,,,,300939.20 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,精装大区-2,精装概念设计完成经甲方确认后2个月内,0.20 ,316003.20 ,300939.20 ,产值确认单,45296.00 ,300939.20 ,45296.00 ,601878.40 ,45427.00 ,196378.40 ,45744.00 ,,借用建筑第4笔费用，未请款,,,,,,,,,,,,,,,,,,,,,,,300939.20 ,,,,,,,,,,,,,,196378.40 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104560.80 ,45867.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104560.80 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,精装大区-3,精装方案扩初设计完成经甲方确认后2个月内,0.20 ,316003.20 ,300939.20 ,产值确认单,45418.00 ,300939.20 ,45418.00 ,,,100879.20 ,45867.00 ,,,,,,,,,,,,,,,,,,,,,,,,,300939.20 ,,,,,,,,,,,,,,100879.20 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200060.00 ,46001.00 ,,-75320.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200060.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,精装大区-4,精装施工图设计完成经甲方确认后2个月内,0.20 ,316003.20 ,300939.20 ,产值确认单,45513.00 ,300939.20 ,45513.00 ,300939.20 ,45513.00 ,300939.20 ,45533.00 ,,第五笔现金597081.40元,,,,,,,,,,,,,,,,,,,,,,,300939.20 ,,,,,,,,,,,,,,300939.20 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,精装大区-5,精装修竣工验收合格，本合同办理完成结算后2个月内,0.20 ,316003.20 ,0.00 ,,,,,,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,中南,45425.00 ,"合肥包河BH202308地块项目
（花语江南）",,中国铁建合肥包河BH202308地块项目建设工程设计总包管理服务合同补充协议（一）,CRCCRE-SJ-XM-2023-032-B1,精装,CRCCRE-ZN-HFBH-HFBHSHLXXM-KF.QQ.02.02-2023-001-B1,合肥京朗房地产开发有限公司,98.50 ,1200.00 ,118200.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,118200.00 ,/,120样板间,合同签订并提交第一版概念性方案后2个月内,0.20 ,23640.00 ,23640.00 ,产值确认单,45513.00 ,94560.00 ,45513.00 ,94560.00 ,45513.00 ,94560.00 ,45867.00 ,-70920.00 ,,,,,118200.00 ,94560.00 ,118200.00 ,0.00 ,23640.00 ,-23640.00 ,,,,,,,,,,,,,,23640.00 ,,,,,,,,,,,,,,94560.00 ,直接委托,OA,,,,,,,,,,,,,
