Year,区域,签订日期,项目名称,合同编号,类型,甲方名称,合同总金额,key
2020,外部,2020-04-04,"中车·国际广场三期项目
（完成）",CRCCRE-SJ-BIM-2020-005,BIM,中车置业（太原）有限公司,995225.46,268
2020,外部,2020-12-04,温州未来社区精装项目,CRCCRE-SJ-GC-2020-010,精装,温州京瓯城市开发有限公司,608000,269
2019,商业,2019-11-15,天津榆关道项目,CRCCRE-SJ-CZ-2019-016,策划+方案+施工图,中铁房地产兴泰（天津）置业有限公司,2281650,270
2022,商业,2022-12-28,天津榆关道项目,CRCCRE-SJ-CZ-2019-016-B1,方案+施工图,中铁房地产兴泰（天津）置业有限公司,1612328.5,271
2019,商业,2019-06-26,天津诗景软装（完成）,CRCCRE-SJ-CZ-2019-006,软装管理,中铁房地产集团商业地产开发管理有限公司,1490000,272
2020,商业,2020-07-15,天津诗景软装（完成）,CRCCRE-SJ-CZ-2019-006-B1,软装管理,中铁房地产集团商业地产开发管理有限公司,86000,273
2017,商业,2017-09-27,"天津国际城1A、1B
（中止）",CRCCRE-SJ-CZ-2017-015,精装管理,中铁房地产集团商业地产开发管理有限公司,450000,274
2018,商业,2018-12-07,天津赵沽里,CRCCRE-SJ-CZ-2018-050,方案+咨询+施工图外委,中铁房地产兴泰（天津）置业有限公司,6420242.11,275
2020,商业,2020-01-10,天津赵沽里,CRCCRE-SJ-CZ-2018-050-B1,施工图外委,中铁房地产兴泰（天津）置业有限公司,80000,276
2018,商业,2018-11-09,商业公司可研,CRCCRE-SJ-CZ-2018-038,可研,中铁房地产集团商业地产开发管理有限公司,1000000,277
2021,商业,2021-07-20,天津赵沽里项目,CRCCRE-SJ-CZ-2018-050-B2,施工图外委,中铁房地产兴泰（天津）置业有限公司,80000,278
2022,商业,2022-04-01,天津赵沽里项目,CRCCRE-SJ-CZ-2018-050-B3,施工图外委,中铁房地产兴泰（天津）置业有限公司,170000,279
2020,商业,2020-05-19,商业公司可研补充协议（完成）,CRCCRE-SJ-CZ-2018-038-B1,可研,中铁房地产集团商业地产开发管理有限公司,1000000,280
2017,商业,2017-04-24,中国铁建国际城3C、5B（暂停）,CRCCRE-SJ-ZX-2017-005,咨询,中铁房地产集团商业地产管理有限公司,604800,281
2017,华东,2017-05-04,舟山项目（不再跟进）,CRCCRE-SJ-CZZX-2017-005,可研,中铁房地产集团华东有限公司,150000,282
2017,华东,2017-03-24,嘉兴花语江南（完成）,CRCCRE-SJ-CZZX-2017-002,方案管理+咨询,嘉兴京禾房地产开发有限公司,1768044,283
2017,华东,2017-06-20,苏州工业园项目（苏州花语江南）,CRCCRE-SJ-CZZX-2017-007,方案管理+咨询,中铁房地产集团苏州置业有限公司,16553396,284
2017,华东,2017-09-28,江苏置业可研（完成）,CRCCRE-SJ-CZ-2017-013,可研,中铁建房地产集团江苏置业有限公司,450000,285
2018,华东,2018-07-16,苏州拙政园项目（苏州拙政江南）,CRCCRE-SJ-CZ-2018-022,方案管理+咨询,苏州京园房地产投资有限公司,799248,286
2018,华东,2018-05-03,宁波湾头8号地（宁波花语江湾）,CRCCRE-SJ-CZ-2018-012,方案管理+咨询,宁波京湾投资管理有限公司,6668685.2,287
2018,华东,2018-08-08,宁波海曙气象路（宁波海语天下）,CRCCRE-SJ-CZ-2018-025,方案管理+咨询,宁波京海投资管理有限公司,9541581.97,288
2018,华东,2018-05-03,嘉兴经开项目（嘉兴江南国际城）（完成）,CRCCRE-SJ-CZ-2018-020,方案管理+咨询,嘉兴经开房地产开发有限公司,9646555,289
2018,华东,2018-05-09,南京雨花项目（南京花语江南）（完结）,CRCCRE-SJ-CZ-2018-013,方案管理+咨询,南京京瑞房地产投资有限公司,5996408.52,290
2018,华东,2018-09-12,常州水投一号项目（常州花语江南）,CRCCRE-SJ-CZ-2018-031,方案管理+咨询,常州京瑞房地产开发有限公司,5303628,291
2018,华东,2018-09-05,湖州德清项目（德清莫干山语）（完结）,CRCCRE-SJ-CZ-2018-029,管理+咨询,德清京盛房地产开发有限公司,12632641,292
2017,华东,2017-02-25,上海奉贤西渡（完成）,CRCCRE-SJ-ZX-2017-003,咨询,上海中铁京贤房地产有限公司,1590577,293
2017,华东,2017-03-01,中国铁建青秀澜湾建（完成）,CRCCRE-SJ-ZX-2017-004,咨询,中铁房地产集团宁波京平置业有限公司,1392530,294
2017,华东,2017-11-01,宁波象山（大目湾新城）（完成）,CRCCRE-SJ-ZX-2017-010,咨询,中铁房地产集团宁波京城投资有限公司,760074,295
2018,华东,2018-12-10,宁波湾头项目（宁波花语江湾）,CRCCRE-SJ-BIM-2018-004,BIM,宁波京湾投资管理有限公司,732519.38,296
2017,华东,2017-11-01,嘉兴花语江南（完成）,CRCCRE-SJ-BIM-2017-005,BIM,嘉兴京禾房地产开发有限公司,391860,297
2019,华东,2019-05-22,嘉兴经开项目（嘉兴江南国际城）（完成）,CRCCRE-SJ-BIM-2019-002,BIM,嘉兴京开房地产开发有限公司,453026.86,298
2018,商业,2018-03-26,怀来地块项目,CRCCRE-SJ-CH-2018-006,策划,中铁房地产集团商业地产开发管理有限公司,100000,299
2018,商业,2018-09-07,项目策划咨询顾问框架,CRCCRE-SJ-CH-2018-016,策划,中铁房地产集团商业地产开发管理有限公司,1000000,300
2020,华东,2020-02-20,南京G15地块项目方案设计部分,CRCCRE-SJ-XM-2020-004,方案+方案报建配合外委+日照分析外委,南京京盛房地产开发有限公司,3378592.79,301
2020,华东,2020-02-20,南京G15地块项目施工图设计部分,CRCCRE-SJ-XM-2020-004,施工图外委,南京京盛房地产开发有限公司,4424501.74,302
2020,华东,2020-02-20,南京G15地块项目PC专项部分,CRCCRE-SJ-XM-2020-004,PC外委,南京京盛房地产开发有限公司,2349762.75,303
2020,华东,2020-02-20,南京G15地块项目景观设计部分,CRCCRE-SJ-XM-2020-004,景观外委,南京京盛房地产开发有限公司,1685346.25,304
2020,华东,2020-02-20,南京G15地块项目精装设计部分,CRCCRE-SJ-XM-2020-004,精装外委,南京京盛房地产开发有限公司,1138917,305
2020,华东,2020-02-20,南京G15地块项目专项部分,CRCCRE-SJ-XM-2020-004,专项,南京京盛房地产开发有限公司,1002623.99,306
2020,华东,2020-02-20,南京G15地块项目专项部分,CRCCRE-SJ-XM-2020-004,专项,南京京盛房地产开发有限公司,330772.4,307
2020,华东,2020-02-20,南京G15地块项目专项部分,CRCCRE-SJ-XM-2020-004,专项,南京京盛房地产开发有限公司,200000,308
2020,华东,2020-02-20,南京G15地块项目专项部分,CRCCRE-SJ-XM-2020-004,专项,南京京盛房地产开发有限公司,100000,309
2020,华东,2020-02-20,南京G15地块项目专项部分,CRCCRE-SJ-XM-2020-004,专项,南京京盛房地产开发有限公司,78325.44,310
2020,华东,2020-02-20,南京G15地块项目专项部分,CRCCRE-SJ-XM-2020-004,专项,南京京盛房地产开发有限公司,313301.7,311
2020,华东,2020-02-20,南京G15地块项目专项部分,CRCCRE-SJ-XM-2020-004,专项,南京京盛房地产开发有限公司,78325.43,312
2020,华东,2020-02-20,南京G15地块项目咨询部分,CRCCRE-SJ-XM-2020-004,咨询+项目管理,南京京盛房地产开发有限公司,1559637.31,313
2021,华东,2021-09-17,南京G15地块项目补充协议（精装）,CRCCRE-SJ-XM-2020-004-B1,精装管理,南京京盛房地产开发有限公司,76000,314
2022,华东,2022-12-23,南京G19项目（不审计）,CRCCRE-SJ-ZX-2022-003,咨询,中铁上海设计院集团有限公司南京设计院,430000,315
2021,华东,2021-01-14,可研项目方案设计合同（江苏事业部/南京公司）（完成）,CRCCRE-SJ-CZ-2021-001,可研,中铁房地产集团江苏置业有限公司,440000,316
2020,华东,2020-07-07,绍兴花语江南项目（完成）,CRCCRE-SJ-BIM-2020-012,BIM,绍兴京越房地产开发有限公司,1358811.75,317
2020,华东,2020-10-09,苏州中铁建WG-12号地块项目（完成）,CRCCRE-SJ-ZX-2020-012,咨询,苏州京万房地产开发有限公司,1234828,318
2021,华东,2021-07-30,沪通事业部可研项目（上海）,CRCCRE-SJ-CZ-2021-006,可研,上海中铁京贤房地产有限公司,500000,319
2021,华东,2021-10-15,上海青浦赵巷项目（上海花语江南）,CRCCRE-SJ-XM-2021-024,方案+BIM+咨询+管理,上海中铁京鑫房地产有限公司,17680940.89,320
2024,北方,2024-11-15,房山文娱项目,CRCCRE-SJ-GC-2021-005-B1,精装,中铁房地产集团北方有限公司,357652,321
2024,物业,2024-12-10,房山文娱物业公司(1F-3F)精装项目,CRCCRE-SJ-JZ-2024-012,精装,中铁建物业管理有限公司、中铁建物业管理有限公司北京分公司,620000,322
2025,投资公司,2025-07-01,北京房山文娱六层投资公司精装设计项目,CRCCRE-SJ-JZ-2024-010,精装,北京新铁鑫建投资有限公司,201188,323
2024,财务共享,2024-10-31,"北京房山文娱四层南侧财务共享中心精装设计项目
（完成）",CRCCRE-SJ-JZ-2024-011,精装,中国铁建房地产集团有限公司北京同创共享会计服务中心,102000,324
2021,外部,2021-05-01,温州未来社区BIM项目,CRCCRE-SJ-BIM-2021-006,BIM,温州京瓯城市开发有限公司,2164845,325
2021,外部,2021-07-07,"温州未来社区BIM项目
（暂停）",CRCCRE-SJ-BIM-2021-006-B1,BIM,温州京瓯城市开发有限公司,140000,326
2022,外部,2022-11-10,温州未来小学项目部,CRCCRE-SJ-BIM-2022-009,BIM,温州京瓯城市开发有限公司,271865,327
2022,外部,2022-04-21,石景山游乐园生活区服务设施改造工程设计,CRCCRE-SJ-BIM-2022-003,BIM深化,北京石景山游乐园有限公司,150000,328
2018,公寓,2018-09-25,"合肥青秀城19#楼精装修设计
（完成）",CRCCRE-SJ-CZ-2018-032,精装,中铁房地产集团创新产业投资有限公司,640494.7,329
2020,公寓,2020-01-01,"合肥青秀城19#楼精装修设计
（完成）",CRCCRE-SJ-CZ-2018-032,精装,中铁房地产集团城市运营管理有限公司合肥分公司,43460,330
2020,贵州,2020-01-01,可研框架协议,CRCCRE-SJ-CH-2019-011,策划,中铁房地产集团文旅发展有限公司,490000,331
2020,贵州,2020-01-01,可研方案框架协议（完成）,CRCCRE-SJ-CH-2019-022,可研,中铁房地产集团文旅发展有限公,500000,332
2019,公寓,2019-06-28,"框架协议
（完成）",CRCCRE-SJ-CH-2019-004,策划,中铁房地产集团海外地产发展有限公司,1000000,333
2019,公寓,2019-09-25,"宜宾项目
（完成）",CRCCRE-SJ-XM-2019-006,策划,中铁房地产集团海外地产发展有限公司,940000,334
2019,公寓,2019-09-25,"张家口83亩地块项目
（完成）",CRCCRE-SJ-XM-2019-007,策划,中铁房地产集团海外地产发展有限公司,100000,335
2020,公寓,2020-11-23,框架协议,CRCCRE-SJ-CH-2020-006,策划,中铁房地产集团城市运营管理有限公司,900000,336
2017,公寓,2017-11-28,"框架协议
（完成）",CRCCRE-SJ-CH-2019-004,策划,中铁房地产集团海外地产发展有限公司,1000000,337
2019,公寓,2019-04-03,"长租公寓补充协议
（完成）",CRCCRE-SJ-CH-2018-008-B1,策划,中铁房地产集团海外地产发展有限公司,1000000,338
2019,中南,2019-09-25,长沙树木岭项目、长沙火车站项目（完成）,CRCCRE-SJ-CH-2019-010,策划,中铁房地产集团长沙置业岳麓分公司,160000,339
2019,中南,2019-08-26,武汉公司可研（完成）,CRCCRE-SJ-CZ-2019-015,可研,武汉京铁房地产开发有限公司,1000000,340
2019,华南,2019-06-01,广州市增城区项目（完成）,CRCCRE-SJ-ZX-2019-005,咨询,广州市增城区顺轩房地产有限公司,1174908,341
2019,华南,2019-06-01,广州市番禺安美厂项目（完成）,CRCCRE-SJ-ZX-2019-006,咨询,广州市番禺区顺诚房地产有限公司,738283,342
2019,中南,2019-06-20,"武汉蔡甸B地块项目
（完成）",CRCCRE-SJ-ZX-2019-003,咨询,中铁房地产武汉蔡甸有限公司,1417269,343
2019,中南,2019-12-25,"武汉蔡甸A地块项目
（完成）",CRCCRE-SJ-ZX-2019-015,咨询,中铁房地产武汉蔡甸有限公司,2947934.99,344
2019,中南,2019-06-26,"武汉东西湖项目
（完成）",CRCCRE-SJ-ZX-2019-004,咨询,武汉京铁房地产开发有限公司,1549464,345
2019,中南,2019-07-03,"合肥清樾园
（B地块）",CRCCRE-SJ-ZX-2019-008,咨询,中铁房地产集团合肥蜀山置业有限公司,834565.69,346
2019,北方,2019-10-31,北京亦庄项目（完成）,CRCCRE-SJ-XM-2019-003,BIM,北京昊远置业有限公司,876408.6,347
2019,北方,2019-10-31,"亦庄项目
（完成）",CRCCRE-SJ-XM-2019-002,咨询,北京昊远置业有限公司,877995,348
2018,公寓,2018-01-01,"大兴黄村镇兴华大街
（完成）",CRCCRE-SJ-ZX-2018-002,咨询,北京欣达置业有限公司,1428434,349
2018,中南,2018-08-01,"阜阳项目
（完成）",CRCCRE-SJ-CZ-2018-027,可研,中铁房地产集团合肥蜀山置业有限公司,250000,350
2018,公寓,2018-12-01,泰国TOD项目（完成）,CRCCRE-SJ-CZ-2018-039,管理,泰国连接三机场高速铁路项目设计管理服务合同,1754200,351
2018,公寓,2018-07-01,北京大兴黄村项目,CRCCRE-SJ-BIM-2018-005,BIM,北京欣达置业有限公司,1934892.27,352
2017,华南,2017-10-01,安吉山语城（已更正23.3.14）,CRCCRE-SJ-ZX-2017-002,咨询,广西领筑置业有限公司,1767020,353
2017,华南,2017-08-01,琅岐山语城（完成）,CRCCRE-SJ-ZXZX-2017-006,咨询,中铁房地产集团（福州）有限公司,1817900,354
2017,华南,2017-09-01,福州马宗地项目（完成）,CRCCRE-SJ-CZZX-2017-009,可研,中铁房地产集团（福州）有限公司,8000,355
2018,公寓,2018-03-15,北京大兴黄村项目,CRCCRE-SJ-CZ-2018-004,精装,北京欣达置业有限公司,2024765.69,356
2017,中南,2017-01-01,长沙芙蓉项目（完成）,CRCCRE-SJ-CZZX-2016-005,可研,中铁房地产集团长沙置业有限公司,50000,357
2017,中南,2017-01-01,武汉蔡甸项目（完成）,CRCCRE-SJ-CZZX-2016-006,可研,中铁房地产集团武汉有限公司,100000,358
2021,中南,2021-06-10,可研方案设计（完成）,CRCCRE-SJ-CZ-2021-005,可研,武汉京铁房地产开发有限公司,180000,359
2021,中南,2021-12-22,可研方案设计（完成）,CRCCRE-SJ-XM-2021-054,可研,中铁房地产集团长沙置业有限公司岳麓分公司,200000,360
2020,中南,2020-11-04,合肥事业部固镇路中学地块,CRCCRE-SJ-CZ-2020-016,可研,中铁房地产集团合肥蜀山置业有限公司,100000,361
2017,公寓,2017-09-25,海外公司可研（完成）,CRCCRE-SJ-CZ-2017-014,可研,中铁房地产集团海外地产发展有限公司,900000,362
2017,中南,2017-11-01,长沙梅溪青秀（完成）,CRCCRE-SJ-ZX-2017-008,咨询,中铁房地产集团长沙置业有限公司,2093180.6,363
2017,中南,2017-12-12,合肥悦湖国际（完成）,CRCCRE-SJ-CZ-2017-017,方案+咨询,中铁房地产集团合肥京丰置业有限公司,5272251.12,364
2016,华南,2016-08-01,云景山语城（完成）,CRCCRE-SJ-ZX-2016-001,咨询,中铁房地产集团（广西）有限公司,700000,365
2016,华南,2016-11-05,中国铁建·西派澜岸（完成）,CRCCRE-SJ-CZZX-2016-002,管理,中铁房地产集团(广西)有限公司,783000,366
2016,中南,2016-11-05,皖水路南89亩地块,CRCCRE-SJ-CZZX-2016-002,可研,中铁房地产集团合肥蜀山置业有限公司,40000,367
2022,中南,2022-10-31,合肥青秀城东区项目,CRCCRE-SJ-BIM-2022-007,BIM,中铁房地产集团合肥蜀山置业有限公司,400000,368
2022,中南,2022-10-31,"清溪国际可研
（13块地）
（完成）",CRCCRE-SJ-XM-2022-042,可研,中铁房地产集团合肥蜀山置业有限公司,390000,369
2020,中南,2020-04-24,"长沙梅溪湖
（完成）",CRCCRE-SJ-ZX-2020-008,咨询,长沙京信房地产开发有限公司,892141.45,370
2020,中南,2020-04-25,长沙梅溪湖（完成）,CRCCRE-SJ-CZ-2020-009,方案,长沙京信房地产开发有限公司,1784282.9,371
2022,华南,2022-12-28,广州海珠洛溪桥项目（西派粤府）,CRCCRE-SJ-XM-2022-046,方案管理,中铁房地产集团华南有限公司,1795876.3,372
2022,华南,2022-12-28,广州海珠洛溪桥项目（西派粤府）,CRCCRE-SJ-XM-2022-046,景观管理,中铁房地产集团华南有限公司,780000,373
2022,华南,2022-12-28,广州海珠洛溪桥项目（西派粤府）,CRCCRE-SJ-XM-2022-046,精装管理,中铁房地产集团华南有限公司,347112.5,374
2022,华南,2022-12-28,广州海珠洛溪桥项目（西派粤府）,CRCCRE-SJ-XM-2022-046,BIM,中铁房地产集团华南有限公司,126900,375
2022,华南,2022-12-28,广州海珠洛溪桥项目（西派粤府）,CRCCRE-SJ-XM-2022-046,咨询,中铁房地产集团华南有限公司,424985.4,376
2022,华南,2022-12-28,广州海珠洛溪桥项目（西派粤府）,CRCCRE-SJ-XM-2022-046,管理费,中铁房地产集团华南有限公司,250000,377
2022,华南,2022-12-31,华南可研（完成）,CRCCRE-SJ-CZ-2022-025,可研,广州市龙光骏绅房地产有限公司,160000,378
2020,华南,2020-08-06,江门总部基地（住宅地块）方案部分,CRCCRE-SJ-XM-2020-009,方案部分（外委）,江门江湾南光投资发展有限公司,5177421.88,379
2020,华南,2020-08-06,江门总部基地（住宅地块）施工图部分,CRCCRE-SJ-XM-2020-009,施工图部分（外委）,江门江湾南光投资发展有限公司,5391426.8,380
2020,华南,2020-08-06,江门总部基地（住宅地块）咨询部分,CRCCRE-SJ-XM-2020-009,咨询,江门江湾南光投资发展有限公司,2294491.55,381
2023,华南,2023-12-15,江门总部基地（住宅地块）,CRCCRE-SJ-XM-2020-009-B2,BIM,江门江湾南光投资发展有限公司,80000,382
2020,华南,2020-08-06,江门总部基地（商办地块）方案部分,CRCCRE-SJ-XM-2020-014,方案部分（外委）,江门江湾南光投资发展有限公司,8590787,383
2020,华南,2020-08-06,江门总部基地（商办地块）施工图部分,CRCCRE-SJ-XM-2020-014,施工图部分（公寓部分自揽，其余外委）,江门江湾南光投资发展有限公司,10540287.9,384
2020,华南,2020-08-06,江门总部基地（商办地块）咨询部分,CRCCRE-SJ-XM-2020-014,咨询,江门江湾南光投资发展有限公司,2020231.6,385
2021,华南,2021-12-15,江门总部基地（商办地块）补充协议二（铝模）,CRCCRE-SJ-XM-2020-014-B2,施工图,江门江湾南光投资发展有限公司,224475.26,386
2021,华南,2021-03-08,江门蓬江区代建学校及社区文化中心项目（范罗冈小学华盛校区项目）方案部分（完结）,CRCCRE-SJ-XM-2021-002,方案,江门江湾南光投资发展有限公司,610565.66,387
2021,华南,2021-03-08,江门蓬江区代建学校及社区文化中心项目（范罗冈小学华盛校区项目）施工图部分（完结）,CRCCRE-SJ-XM-2021-002,施工图,江门江湾南光投资发展有限公司,982214.21,388
2021,华南,2021-03-08,江门蓬江区代建学校及社区文化中心项目（范罗冈小学华盛校区项目）专项部分（完结）,CRCCRE-SJ-XM-2021-002,海绵城市,江门江湾南光投资发展有限公司,23394.66,389
2021,华南,2021-03-08,江门蓬江区代建学校及社区文化中心项目（范罗冈小学华盛校区项目）专项部分（完结）,CRCCRE-SJ-XM-2021-002,基坑支护,江门江湾南光投资发展有限公司,35000,390
2021,华南,2021-03-08,江门蓬江区代建学校及社区文化中心项目（范罗冈小学华盛校区项目）专项部分（完结）,CRCCRE-SJ-XM-2021-002,人防,江门江湾南光投资发展有限公司,35283.57,391
2021,华南,2021-03-08,江门蓬江区代建学校及社区文化中心项目（范罗冈小学华盛校区项目）专项部分（完结）,CRCCRE-SJ-XM-2021-002,智能化,江门江湾南光投资发展有限公司,79638.99,392
2021,华南,2021-03-08,江门蓬江区代建学校及社区文化中心项目（范罗冈小学华盛校区项目）专项部分（完结）,CRCCRE-SJ-XM-2021-002,夜景亮化,江门江湾南光投资发展有限公司,58000,393
2021,华南,2021-03-08,江门蓬江区代建学校及社区文化中心项目（范罗冈小学华盛校区项目）专项部分（完结）,CRCCRE-SJ-XM-2021-002,市政道路,江门江湾南光投资发展有限公司,50000,394
2021,华南,2021-03-08,江门蓬江区代建学校及社区文化中心项目（范罗冈小学华盛校区项目）专项部分（完结）,CRCCRE-SJ-XM-2021-002,标识,江门江湾南光投资发展有限公司,79000,395
2021,华南,2021-03-08,江门蓬江区代建学校及社区文化中心项目（范罗冈小学华盛校区项目）专项部分（完结）,CRCCRE-SJ-XM-2021-002,门窗幕墙,江门江湾南光投资发展有限公司,40000,396
2021,华南,2021-03-08,江门蓬江区代建学校及社区文化中心项目（范罗冈小学华盛校区项目）专项部分（完结）,CRCCRE-SJ-XM-2021-002,机电二次配合,江门江湾南光投资发展有限公司,53092.66,397
2021,华南,2021-03-08,江门蓬江区代建学校及社区文化中心项目（滨江学校项目）方案部分,CRCCRE-SJ-XM-2021-001,方案,江门江湾南光投资发展有限公司,2437885.23,398
2021,华南,2021-03-08,江门蓬江区代建学校及社区文化中心项目（滨江学校项目）施工图部分,CRCCRE-SJ-XM-2021-001,施工图,江门江湾南光投资发展有限公司,3921815.37,399
2021,华南,2021-03-08,江门蓬江区代建学校及社区文化中心项目（滨江学校项目）专项部分,CRCCRE-SJ-XM-2021-001,海绵城市,江门江湾南光投资发展有限公司,51638.4,400
2021,华南,2021-03-08,江门蓬江区代建学校及社区文化中心项目（滨江学校项目）专项部分,CRCCRE-SJ-XM-2021-001,基坑支护,江门江湾南光投资发展有限公司,85000,401
2022,华南,2022-04-15,江门蓬江区代建学校及社区文化中心项目（滨江学校项目）专项部分,CRCCRE-SJ-XM-2021-001,"基坑支护
（补充协议）",江门江湾南光投资发展有限公司,30000,402
2021,华南,2021-03-08,江门蓬江区代建学校及社区文化中心项目（滨江学校项目）专项部分,CRCCRE-SJ-XM-2021-001,人防,江门江湾南光投资发展有限公司,61914.93,403
2021,华南,2021-03-08,江门蓬江区代建学校及社区文化中心项目（滨江学校项目）专项部分,CRCCRE-SJ-XM-2021-001,智能化,江门江湾南光投资发展有限公司,264987.53,404
2021,华南,2021-03-08,江门蓬江区代建学校及社区文化中心项目（滨江学校项目）专项部分,CRCCRE-SJ-XM-2021-001,夜景亮化,江门江湾南光投资发展有限公司,128000,405
2021,华南,2021-03-08,江门蓬江区代建学校及社区文化中心项目（滨江学校项目）专项部分,CRCCRE-SJ-XM-2021-001,标识,江门江湾南光投资发展有限公司,170000,406
2021,华南,2021-03-08,江门蓬江区代建学校及社区文化中心项目（滨江学校项目）专项部分,CRCCRE-SJ-XM-2021-001,门窗幕墙,江门江湾南光投资发展有限公司,110000,407
2021,华南,2021-03-08,江门蓬江区代建学校及社区文化中心项目（滨江学校项目）专项部分,CRCCRE-SJ-XM-2021-001,机电二次配合,江门江湾南光投资发展有限公司,211990.02,408
2022,华南,2022-11-24,江门蓬江区代建学校及社区文化中心项目（滨江学校项目）补充协议,CRCCRE-SJ-XM-2021-001-B2,方案、施工图（补充协议）,江门江湾南光投资发展有限公司,900000,409
2021,华南,2021-04-30,"江门蓬江区代建文化中心项目
方案部分",CRCCRE-SJ-XM-2021-008,方案,江门江湾南光投资发展有限公司,1653000,410
2021,华南,2021-04-30,"江门蓬江区代建文化中心项目
施工图部分",CRCCRE-SJ-XM-2021-008,施工图,江门江湾南光投资发展有限公司,3231000,411
2021,华南,2021-04-16,"江门蓬江区代建文化中心项目
专项部分",CRCCRE-SJ-XM-2021-008,基坑支护,江门江湾南光投资发展有限公司,160000,412
2021,华南,2021-04-16,"江门蓬江区代建文化中心项目
专项部分",CRCCRE-SJ-XM-2021-008,人防,江门江湾南光投资发展有限公司,287280,413
2021,华南,2021-04-16,"江门蓬江区代建文化中心项目
专项部分",CRCCRE-SJ-XM-2021-008,海绵城市,江门江湾南光投资发展有限公司,27414,414
2021,华南,2021-04-16,"江门蓬江区代建文化中心项目
专项部分",CRCCRE-SJ-XM-2021-008,夜景亮化,江门江湾南光投资发展有限公司,200000,415
2021,华南,2021-04-16,"江门蓬江区代建文化中心项目
专项部分",CRCCRE-SJ-XM-2021-008,智能化,江门江湾南光投资发展有限公司,180000,416
2021,华南,2021-04-16,"江门蓬江区代建文化中心项目
专项部分",CRCCRE-SJ-XM-2021-008,标识,江门江湾南光投资发展有限公司,100000,417
2021,华南,2021-04-16,"江门蓬江区代建文化中心项目
专项部分",CRCCRE-SJ-XM-2021-008,舞台,江门江湾南光投资发展有限公司,600000,418
2021,华南,2021-04-16,"江门蓬江区代建文化中心项目
专项部分",CRCCRE-SJ-XM-2021-008,幕墙,江门江湾南光投资发展有限公司,580000,419
2018,广分,2018-11-21,中国铁建凤岭国际城,CRCCRE-SJ-GZF-2018-025,方案+咨询,中铁房地产集团（广西）有限公司,3225000,420
2018,广分,2018-11-20,珠海湖心路项目,CRCCRE-SJ-GZF-2018-022,设计总包,中铁建投珠海城市开发有限公司,5521485.46,421
2019,华南,2019-07-15,南宁那丹小镇,CRCCRE-SJ-GZF-2019-025,可研,中铁房地产集团（广西）有限公司,160000,422
2023,华南,2023-11-09,广州天河区梅花铝厂项目（西派天河序）,CRCCRE-SJ-XM-2023-060,建筑方案,广州市天河区顺信房地产有限公司,4990000,423
2023,华南,2023-11-09,广州天河区梅花铝厂项目（西派天河序）,CRCCRE-SJ-XM-2023-060,景观设计,广州市天河区顺信房地产有限公司,2169080.84,424
2023,华南,2023-11-09,广州天河区梅花铝厂项目（西派天河序）,CRCCRE-SJ-XM-2023-060,创意精装,广州市天河区顺信房地产有限公司,4561320,425
2023,华南,2023-11-09,广州天河区梅花铝厂项目（西派天河序）,CRCCRE-SJ-XM-2023-060,批量精装,广州市天河区顺信房地产有限公司,1909618.1,426
2023,华南,2023-11-09,广州天河区梅花铝厂项目（西派天河序）,CRCCRE-SJ-XM-2023-060,"BIM地下管综建模
（自揽）",广州市天河区顺信房地产有限公司,311189.27,427
2023,华南,2023-11-09,广州天河区梅花铝厂项目（西派天河序）,CRCCRE-SJ-XM-2023-060,BIM多维（自揽）,广州市天河区顺信房地产有限公司,80000,428
2023,华南,2023-11-09,广州天河区梅花铝厂项目（西派天河序）,CRCCRE-SJ-XM-2023-060,"咨询
（自揽）",广州市天河区顺信房地产有限公司,1001016.95,429
2023,华南,2023-11-09,广州天河区梅花铝厂项目（西派天河序）,CRCCRE-SJ-XM-2023-060,施工图精审,广州市天河区顺信房地产有限公司,472480,430
2023,华南,2023-11-09,广州天河区梅花铝厂项目（西派天河序）,CRCCRE-SJ-XM-2023-060,泛光设计,广州市天河区顺信房地产有限公司,267500,431
2023,华南,2023-11-09,广州天河区梅花铝厂项目（西派天河序）,CRCCRE-SJ-XM-2023-060,标识设计,广州市天河区顺信房地产有限公司,321000,432
2023,华南,2023-11-09,广州天河区梅花铝厂项目（西派天河序）,CRCCRE-SJ-XM-2023-060,品质车库,广州市天河区顺信房地产有限公司,722250,433
2023,华南,2023-11-09,广州天河区梅花铝厂项目（西派天河序）,CRCCRE-SJ-XM-2023-060,智能化,广州市天河区顺信房地产有限公司,214217.63,434
2025,南沙,2025-02-11,广州天河区梅花铝厂项目（西派天河序）,CRCCRE-SJ-XM-2023-060-B2,设计总包（精装补充）,广州市天河区顺信房地产有限公司,215365.48,435
2025,南沙,2025-02-21,广州天河区梅花铝厂项目（西派天河序）,CRCCRE-SJ-XM-2023-060-B3,方案补充,广州市天河区顺信房地产有限公司,121000,436
2025,南沙,2025-11-04,广州天河区梅花铝厂项目（西派天河序）,CRCCRE-SJ-XM-2025-031,景观,广州市天河区顺信房地产有限公司,111448.8,437
2025,南沙,2025-11-04,广州天河区梅花铝厂项目（西派天河序）,CRCCRE-SJ-XM-2025-031,样板间精装,广州市天河区顺信房地产有限公司,632535,438
2025,南沙,2025-11-04,广州天河区梅花铝厂项目（西派天河序）,CRCCRE-SJ-XM-2025-031,棋牌室精装,广州市天河区顺信房地产有限公司,102400,439
